cpf;curso ;area;unidade;turno;mensalidade;situacao_pgto;forma_pgto;genero;idade;pcd;estagio;dps;pegou_certificado
3057934;tecnico em Enfermagem;saude;Unidade Centro;Tarde;3602;nao pago;3;F;44;sim;nao;DP;sim
4797457;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;1569;pago;1;M;37;nao;nao;DP;sim
3726977;tecnico em informatica;Exatas;Unidade Norte;manha;1780;pago;3;F;18;nao;sim;DP;nao
4078618;tecnico em mediacao legal;juridico;Unidade Norte;manha;2102;nao pago;2;F;18;nao;sim;DP;sim
4053140;tecnico em Enfermagem;saude;Unidade Sul;manha;3216;nao pago;3;F;27;sim;sim;DP;nao
3828502;tecnico em gestao;Exatas;Unidade Centro;Tarde;1387;pago;1;F;45;nao;nao;N/DP;nao
4277665;tecnico em Direito;juridico;Unidade Centro;manha;2403;nao pago;2;M;20;sim;sim;DP;nao
4700579;tecnico em Enfermagem;saude;Unidade Centro;manha;2573;nao pago;3;F;42;nao;nao;DP;sim
4135794;tecnico em Enfermagem;saude;Unidade Norte;Tarde;3318;nao pago;3;M;38;sim;nao;DP;nao
3386186;tecnico em informatica;Exatas;Unidade Norte;manha;1418;pago;3;M;26;nao;nao;DP;sim
3266167;tecnico em mediacao legal;juridico;Unidade Sul;Tarde;3145;nao pago;1;M;42;nao;nao;DP;nao
3841536;tecnico em mediacao legal;juridico;Unidade Centro;manha;1793;pago;3;M;22;sim;sim;DP;nao
3608419;tecnico em estatistica;Exatas;Unidade Sul;Noite;1376;pago;3;M;29;nao;nao;DP;sim
4672071;tecnico em Radiologia;saude;Unidade Norte;manha;2151;pago;1;F;37;nao;sim;N/DP;nao
3137684;tecnico em informatica;Exatas;Unidade Sul;Noite;2010;nao pago;1;F;31;nao;sim;DP;sim
3639040;tecnico em gestao;Exatas;Unidade Sul;Tarde;3246;nao pago;2;F;24;sim;sim;N/DP;nao
4193445;tecnico em gestao;Exatas;Unidade Sul;manha;2341;pago;1;F;31;nao;nao;N/DP;sim
4645681;tecnico em Enfermagem;saude;Unidade Centro;Noite;3911;pago;3;M;18;sim;sim;DP;sim
3846364;tecnico em Radiologia;saude;Unidade Centro;Noite;2505;nao pago;3;F;25;nao;nao;N/DP;nao
4875860;tecnico em informatica;Exatas;Unidade Norte;manha;2950;nao pago;3;F;34;nao;sim;N/DP;sim
4706634;tecnico em Direito;juridico;Unidade Norte;Tarde;3749;pago;1;M;31;sim;sim;DP;sim
3267728;tecnico em Direito;juridico;Unidade Centro;manha;1741;nao pago;2;F;25;sim;sim;N/DP;nao
4594208;tecnico em mediacao legal;juridico;Unidade Centro;Tarde;3133;nao pago;2;F;32;sim;sim;DP;nao
3064838;tecnico em Enfermagem;saude;Unidade Norte;Noite;3774;pago;1;M;29;sim;nao;N/DP;sim
3213417;tecnico em Radiologia;saude;Unidade Norte;Tarde;3700;pago;2;F;28;nao;nao;N/DP;sim
3207754;tecnico em Direito;juridico;Unidade Sul;Tarde;1610;nao pago;1;M;20;sim;sim;N/DP;nao
3601181;tecnico em informatica;Exatas;Unidade Sul;manha;1370;nao pago;2;M;32;nao;sim;N/DP;sim
3860300;tecnico em gestao;Exatas;Unidade Norte;Tarde;1774;pago;1;M;21;nao;sim;N/DP;nao
3858952;tecnico em Enfermagem;saude;Unidade Sul;Tarde;2775;pago;2;M;32;nao;sim;N/DP;sim
3078343;tecnico em mediacao legal;juridico;Unidade Centro;Noite;1976;pago;1;F;44;sim;nao;N/DP;sim
3980565;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;3780;nao pago;2;M;41;nao;sim;DP;sim
3927943;tecnico em Direito;juridico;Unidade Sul;Noite;1584;pago;3;F;18;nao;sim;DP;sim
3420025;tecnico em gestao;Exatas;Unidade Sul;manha;2374;nao pago;2;M;20;sim;sim;N/DP;nao
3404895;tecnico em nutricao;saude;Unidade Centro;Noite;2561;nao pago;3;F;37;nao;sim;N/DP;sim
3309666;tecnico em mediacao legal;juridico;Unidade Sul;Noite;2862;pago;1;F;30;sim;nao;DP;nao
4779419;tecnico em Radiologia;saude;Unidade Centro;Noite;3833;pago;3;M;40;nao;nao;N/DP;nao
3931844;tecnico em mediacao legal;juridico;Unidade Sul;Noite;3280;nao pago;3;F;41;sim;nao;N/DP;sim
4198542;tecnico em Direito;juridico;Unidade Norte;Noite;1309;pago;3;F;22;nao;nao;N/DP;nao
4756600;tecnico em Direito;juridico;Unidade Centro;manha;2586;nao pago;2;M;35;sim;sim;DP;nao
4608479;tecnico em mediacao legal;juridico;Unidade Norte;Noite;2691;nao pago;1;M;30;nao;nao;N/DP;nao
3318125;tecnico em nutricao;saude;Unidade Centro;Tarde;1519;pago;3;M;44;sim;nao;N/DP;sim
3507035;tecnico em mediacao legal;juridico;Unidade Norte;manha;1996;nao pago;1;M;26;sim;nao;N/DP;nao
3750396;tecnico em Direito;juridico;Unidade Centro;Noite;3539;nao pago;2;M;38;nao;nao;N/DP;sim
4423243;tecnico em Enfermagem;saude;Unidade Norte;Tarde;2244;nao pago;3;F;24;sim;nao;DP;sim
3201041;tecnico em Direito;juridico;Unidade Centro;Noite;1911;pago;1;F;36;sim;nao;DP;sim
3226122;tecnico em gestao;Exatas;Unidade Norte;manha;3422;nao pago;2;F;33;sim;nao;N/DP;nao
4528830;tecnico em mediacao legal;juridico;Unidade Sul;manha;2283;nao pago;2;M;35;nao;sim;DP;nao
3188327;tecnico em Enfermagem;saude;Unidade Centro;Tarde;3430;pago;3;M;31;nao;sim;DP;sim
4190093;tecnico em nutricao;saude;Unidade Norte;Noite;3115;nao pago;1;M;40;sim;sim;DP;sim
4115760;tecnico em Enfermagem;saude;Unidade Norte;manha;3530;pago;2;F;22;sim;sim;N/DP;sim
3574072;tecnico em gestao;Exatas;Unidade Norte;Tarde;3084;nao pago;2;M;34;nao;sim;DP;sim
3325548;tecnico em estatistica;Exatas;Unidade Sul;Tarde;3309;pago;1;F;43;sim;sim;N/DP;sim
3891224;tecnico em Direito;juridico;Unidade Sul;Noite;2915;pago;1;F;40;sim;nao;DP;nao
4553514;tecnico em informatica;Exatas;Unidade Norte;Tarde;3107;pago;1;F;26;sim;sim;N/DP;sim
3892628;tecnico em Direito;juridico;Unidade Sul;Noite;2509;pago;2;M;43;sim;sim;DP;nao
3142589;tecnico em informatica;Exatas;Unidade Centro;Noite;2437;pago;1;M;30;sim;sim;DP;sim
4216791;tecnico em mediacao legal;juridico;Unidade Norte;manha;3501;nao pago;1;M;30;sim;nao;N/DP;nao
3604993;tecnico em gestao;Exatas;Unidade Norte;Tarde;3571;pago;1;F;42;nao;sim;DP;sim
4191360;tecnico em Enfermagem;saude;Unidade Norte;Tarde;3244;nao pago;3;F;27;sim;sim;N/DP;nao
4310800;tecnico em nutricao;saude;Unidade Sul;Tarde;3176;nao pago;2;F;25;sim;sim;DP;sim
4683604;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;1893;nao pago;2;M;20;sim;nao;N/DP;sim
3054602;tecnico em mediacao legal;juridico;Unidade Sul;Noite;2006;nao pago;1;F;32;nao;nao;DP;sim
4108071;tecnico em informatica;Exatas;Unidade Sul;manha;1917;pago;2;M;44;nao;nao;DP;nao
3204026;tecnico em informatica;Exatas;Unidade Norte;manha;2331;pago;3;F;33;nao;sim;DP;nao
3137647;tecnico em Radiologia;saude;Unidade Centro;Noite;3605;nao pago;3;F;26;nao;sim;N/DP;sim
4295406;tecnico em nutricao;saude;Unidade Sul;manha;3093;pago;1;F;20;sim;sim;N/DP;nao
3519877;tecnico em Enfermagem;saude;Unidade Centro;Tarde;3836;pago;1;M;31;nao;sim;DP;sim
4181583;tecnico em Enfermagem;saude;Unidade Centro;Tarde;1809;nao pago;1;M;45;nao;sim;N/DP;sim
4119001;tecnico em Enfermagem;saude;Unidade Norte;Noite;2681;pago;2;M;31;sim;sim;N/DP;nao
4263512;tecnico em Direito;juridico;Unidade Sul;manha;2765;nao pago;3;M;19;nao;sim;DP;sim
3924552;tecnico em informatica;Exatas;Unidade Centro;Tarde;1613;nao pago;3;F;18;sim;sim;DP;sim
3930358;tecnico em estatistica;Exatas;Unidade Centro;Tarde;3448;pago;3;F;31;sim;nao;N/DP;sim
3887871;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;2950;nao pago;2;F;33;nao;nao;DP;nao
4394795;tecnico em gestao;Exatas;Unidade Sul;manha;1429;nao pago;2;M;44;sim;sim;DP;sim
4904208;tecnico em Radiologia;saude;Unidade Centro;Tarde;1631;nao pago;1;M;20;sim;sim;N/DP;nao
3494649;tecnico em Enfermagem;saude;Unidade Centro;manha;2031;nao pago;2;M;20;sim;nao;DP;nao
3310134;tecnico em mediacao legal;juridico;Unidade Sul;Noite;2652;nao pago;1;M;25;nao;nao;N/DP;nao
3393257;tecnico em mediacao legal;juridico;Unidade Centro;manha;3516;pago;1;F;42;nao;nao;N/DP;nao
4422329;tecnico em estatistica;Exatas;Unidade Centro;manha;3678;pago;1;F;43;nao;nao;N/DP;nao
4980735;tecnico em informatica;Exatas;Unidade Norte;Noite;2290;nao pago;3;F;43;sim;nao;N/DP;nao
4762483;tecnico em Direito;juridico;Unidade Sul;manha;1860;pago;1;M;28;nao;sim;DP;nao
3114165;tecnico em mediacao legal;juridico;Unidade Norte;manha;1528;pago;1;F;36;nao;nao;N/DP;nao
3256169;tecnico em informatica;Exatas;Unidade Sul;manha;3080;pago;3;F;42;sim;sim;DP;nao
4932495;tecnico em Enfermagem;saude;Unidade Centro;manha;2022;nao pago;1;F;30;nao;sim;N/DP;sim
3942939;tecnico em estatistica;Exatas;Unidade Sul;manha;3754;pago;2;M;20;nao;nao;DP;nao
3024467;tecnico em informatica;Exatas;Unidade Sul;Tarde;1502;nao pago;2;M;41;nao;nao;DP;nao
4780489;tecnico em Direito;juridico;Unidade Centro;Tarde;3724;pago;1;F;21;sim;nao;DP;nao
4045203;tecnico em informatica;Exatas;Unidade Centro;manha;2152;pago;1;F;24;sim;sim;N/DP;nao
3821454;tecnico em Radiologia;saude;Unidade Norte;Tarde;2023;pago;2;F;42;nao;nao;DP;nao
4137823;tecnico em mediacao legal;juridico;Unidade Norte;Noite;2027;pago;1;M;35;sim;sim;DP;sim
3654964;tecnico em mediacao legal;juridico;Unidade Centro;Noite;3471;pago;2;F;19;sim;sim;DP;sim
4569333;tecnico em Direito;juridico;Unidade Sul;Tarde;2280;pago;2;F;29;sim;sim;DP;nao
3145825;tecnico em estatistica;Exatas;Unidade Norte;Noite;3128;nao pago;3;M;21;nao;sim;N/DP;sim
4058939;tecnico em nutricao;saude;Unidade Norte;Noite;2123;pago;1;M;28;nao;nao;N/DP;nao
4425910;tecnico em gestao;Exatas;Unidade Sul;manha;3238;nao pago;3;F;37;sim;nao;N/DP;nao
3880444;tecnico em informatica;Exatas;Unidade Norte;Tarde;2569;nao pago;1;F;44;nao;sim;N/DP;nao
3774200;tecnico em Radiologia;saude;Unidade Norte;Tarde;1904;nao pago;3;F;35;sim;nao;N/DP;nao
3998137;tecnico em mediacao legal;juridico;Unidade Centro;Tarde;2016;nao pago;2;F;42;nao;nao;DP;nao
4693855;tecnico em gestao;Exatas;Unidade Sul;Noite;2948;nao pago;2;M;21;sim;nao;N/DP;sim
4157414;tecnico em estatistica;Exatas;Unidade Norte;Noite;2291;nao pago;3;M;31;nao;nao;DP;sim
3600480;tecnico em informatica;Exatas;Unidade Sul;manha;3220;pago;2;M;31;nao;sim;DP;nao
3896475;tecnico em Direito;juridico;Unidade Norte;Tarde;3245;nao pago;1;F;38;sim;sim;N/DP;nao
4423495;tecnico em estatistica;Exatas;Unidade Centro;Tarde;2417;nao pago;1;F;33;nao;nao;DP;sim
3251144;tecnico em mediacao legal;juridico;Unidade Sul;Tarde;1655;nao pago;3;M;23;sim;sim;DP;nao
3346260;tecnico em gestao;Exatas;Unidade Norte;Noite;3739;pago;3;F;37;nao;nao;N/DP;sim
3191644;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;2702;nao pago;2;M;30;nao;nao;N/DP;sim
3050889;tecnico em gestao;Exatas;Unidade Sul;Tarde;3659;pago;3;M;27;sim;nao;N/DP;nao
4620225;tecnico em informatica;Exatas;Unidade Norte;Tarde;2233;pago;1;M;45;nao;sim;N/DP;nao
4221694;tecnico em Enfermagem;saude;Unidade Sul;Noite;3962;pago;2;F;39;sim;sim;DP;nao
3170583;tecnico em informatica;Exatas;Unidade Centro;Tarde;3308;nao pago;3;M;19;nao;nao;N/DP;sim
3678659;tecnico em Radiologia;saude;Unidade Sul;Tarde;3209;nao pago;3;F;22;nao;sim;DP;sim
4696351;tecnico em estatistica;Exatas;Unidade Norte;Tarde;2129;pago;2;M;29;sim;sim;N/DP;sim
3742691;tecnico em Enfermagem;saude;Unidade Centro;Noite;1592;nao pago;1;F;21;nao;sim;N/DP;sim
3454433;tecnico em gestao;Exatas;Unidade Sul;manha;2863;nao pago;2;F;22;sim;nao;DP;sim
4366026;tecnico em informatica;Exatas;Unidade Norte;manha;2824;nao pago;2;M;33;sim;nao;DP;nao
3579157;tecnico em gestao;Exatas;Unidade Centro;Tarde;3936;nao pago;1;F;24;sim;sim;N/DP;nao
4195931;tecnico em Radiologia;saude;Unidade Norte;manha;1445;nao pago;1;M;19;nao;nao;DP;sim
4359845;tecnico em Enfermagem;saude;Unidade Norte;Noite;3162;pago;1;F;26;nao;nao;DP;nao
3778029;tecnico em nutricao;saude;Unidade Centro;Tarde;1735;pago;3;M;40;sim;sim;N/DP;nao
4924717;tecnico em mediacao legal;juridico;Unidade Sul;Noite;1712;pago;1;M;35;sim;nao;N/DP;nao
4260459;tecnico em mediacao legal;juridico;Unidade Norte;Noite;1750;nao pago;3;M;25;sim;sim;N/DP;sim
4941210;tecnico em mediacao legal;juridico;Unidade Centro;manha;3485;nao pago;3;F;45;nao;sim;DP;nao
4212591;tecnico em Direito;juridico;Unidade Centro;Noite;3588;nao pago;1;F;28;sim;nao;DP;sim
4251392;tecnico em Direito;juridico;Unidade Centro;Tarde;1971;nao pago;2;F;25;sim;sim;N/DP;sim
3876013;tecnico em Direito;juridico;Unidade Norte;Tarde;1490;nao pago;3;M;28;sim;sim;DP;sim
4558429;tecnico em informatica;Exatas;Unidade Centro;Tarde;2946;nao pago;1;F;34;sim;sim;N/DP;nao
4896177;tecnico em estatistica;Exatas;Unidade Sul;manha;3008;pago;1;F;39;sim;sim;N/DP;nao
4613224;tecnico em estatistica;Exatas;Unidade Centro;manha;2891;nao pago;3;F;39;sim;nao;DP;nao
3363338;tecnico em informatica;Exatas;Unidade Norte;Tarde;1915;nao pago;3;M;30;nao;nao;DP;nao
4404783;tecnico em Radiologia;saude;Unidade Norte;manha;2389;pago;2;F;37;sim;sim;DP;sim
4753639;tecnico em nutricao;saude;Unidade Centro;manha;2884;nao pago;3;M;22;nao;sim;DP;sim
4878878;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;2625;pago;1;F;26;sim;sim;DP;nao
4292470;tecnico em gestao;Exatas;Unidade Sul;manha;2653;nao pago;2;F;39;nao;nao;DP;nao
3658794;tecnico em Direito;juridico;Unidade Sul;Tarde;1573;nao pago;2;M;45;nao;nao;DP;nao
4436224;tecnico em Enfermagem;saude;Unidade Sul;Noite;2186;pago;1;M;22;sim;nao;N/DP;sim
4044276;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;1566;pago;2;M;35;nao;sim;N/DP;nao
3044526;tecnico em Radiologia;saude;Unidade Centro;Noite;1690;pago;1;F;30;sim;nao;DP;sim
4834449;tecnico em gestao;Exatas;Unidade Norte;Tarde;2335;pago;2;F;24;nao;sim;DP;sim
3256651;tecnico em estatistica;Exatas;Unidade Centro;manha;2188;pago;1;M;44;sim;sim;N/DP;nao
3132102;tecnico em Radiologia;saude;Unidade Norte;Tarde;3481;nao pago;2;M;31;sim;sim;DP;sim
4783786;tecnico em mediacao legal;juridico;Unidade Centro;Noite;2229;pago;3;F;22;sim;sim;DP;nao
4278967;tecnico em nutricao;saude;Unidade Centro;Tarde;3457;pago;1;M;28;nao;nao;DP;nao
3501627;tecnico em informatica;Exatas;Unidade Centro;Noite;3175;nao pago;1;F;31;nao;sim;N/DP;sim
4125333;tecnico em estatistica;Exatas;Unidade Sul;Noite;3766;nao pago;3;M;22;nao;nao;DP;nao
4288286;tecnico em Direito;juridico;Unidade Sul;Noite;2920;pago;2;F;41;sim;nao;N/DP;sim
4908254;tecnico em estatistica;Exatas;Unidade Norte;Tarde;3578;nao pago;2;F;39;sim;sim;DP;sim
4908392;tecnico em informatica;Exatas;Unidade Norte;Noite;2286;pago;3;F;33;nao;sim;DP;sim
4358261;tecnico em Radiologia;saude;Unidade Centro;manha;2656;pago;1;F;24;nao;sim;N/DP;sim
3593843;tecnico em Direito;juridico;Unidade Norte;Noite;3468;pago;3;M;39;nao;sim;DP;nao
3406891;tecnico em Direito;juridico;Unidade Centro;Noite;1398;pago;1;F;21;sim;nao;DP;nao
3371037;tecnico em Radiologia;saude;Unidade Sul;Noite;2992;pago;3;M;36;nao;sim;N/DP;sim
3623807;tecnico em informatica;Exatas;Unidade Centro;Noite;2539;pago;2;M;31;sim;sim;N/DP;sim
4680933;tecnico em estatistica;Exatas;Unidade Sul;Tarde;3434;pago;2;M;38;nao;sim;DP;nao
4645752;tecnico em estatistica;Exatas;Unidade Centro;manha;1644;pago;3;F;37;sim;nao;DP;sim
3021478;tecnico em Radiologia;saude;Unidade Centro;manha;1513;nao pago;2;M;43;nao;nao;N/DP;sim
3298767;tecnico em nutricao;saude;Unidade Norte;Noite;3492;nao pago;1;F;25;sim;sim;DP;sim
3414164;tecnico em mediacao legal;juridico;Unidade Norte;Noite;1487;nao pago;3;F;40;sim;sim;N/DP;nao
4773570;tecnico em nutricao;saude;Unidade Norte;manha;2523;nao pago;1;M;43;sim;nao;DP;nao
3271424;tecnico em gestao;Exatas;Unidade Sul;Noite;3507;nao pago;1;M;25;nao;nao;DP;sim
3978009;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;3679;pago;2;F;19;sim;sim;DP;sim
4252745;tecnico em informatica;Exatas;Unidade Centro;Tarde;1897;nao pago;1;F;43;sim;sim;N/DP;sim
3505692;tecnico em nutricao;saude;Unidade Sul;Noite;2047;pago;2;F;24;sim;nao;DP;nao
4978125;tecnico em estatistica;Exatas;Unidade Sul;Tarde;2758;nao pago;1;M;39;nao;nao;N/DP;sim
3766825;tecnico em Direito;juridico;Unidade Norte;manha;3830;nao pago;3;M;38;nao;nao;DP;sim
4689915;tecnico em informatica;Exatas;Unidade Centro;Tarde;2365;nao pago;3;M;25;sim;sim;N/DP;sim
4449065;tecnico em nutricao;saude;Unidade Norte;Tarde;1944;pago;3;M;36;sim;nao;DP;sim
4897710;tecnico em informatica;Exatas;Unidade Centro;Tarde;2578;pago;1;M;32;nao;nao;DP;sim
3910163;tecnico em informatica;Exatas;Unidade Norte;Noite;1915;nao pago;1;M;37;sim;nao;N/DP;nao
3980352;tecnico em informatica;Exatas;Unidade Centro;Tarde;1959;pago;1;F;42;sim;nao;N/DP;sim
3295040;tecnico em Direito;juridico;Unidade Sul;Noite;3066;pago;3;M;30;sim;nao;N/DP;sim
4156427;tecnico em nutricao;saude;Unidade Centro;Tarde;3957;pago;3;M;22;sim;nao;N/DP;sim
3167893;tecnico em mediacao legal;juridico;Unidade Sul;Noite;2063;nao pago;2;M;39;sim;nao;N/DP;nao
4628046;tecnico em gestao;Exatas;Unidade Sul;Tarde;3294;pago;3;F;26;nao;nao;N/DP;sim
4545409;tecnico em Enfermagem;saude;Unidade Centro;Noite;1419;nao pago;1;F;23;nao;sim;N/DP;sim
3960183;tecnico em mediacao legal;juridico;Unidade Sul;manha;2807;pago;3;F;29;sim;nao;DP;nao
3960772;tecnico em estatistica;Exatas;Unidade Norte;Tarde;1348;nao pago;2;F;19;nao;sim;N/DP;sim
3534919;tecnico em Direito;juridico;Unidade Sul;Tarde;3246;nao pago;2;M;19;nao;sim;DP;sim
4629176;tecnico em Direito;juridico;Unidade Sul;manha;2575;pago;3;F;39;sim;sim;DP;nao
3424345;tecnico em gestao;Exatas;Unidade Centro;Tarde;1849;nao pago;2;F;33;sim;sim;DP;nao
3294657;tecnico em mediacao legal;juridico;Unidade Norte;Noite;3561;pago;1;F;19;sim;nao;DP;sim
4473670;tecnico em informatica;Exatas;Unidade Norte;Noite;3510;nao pago;1;F;21;sim;nao;DP;nao
3137691;tecnico em Radiologia;saude;Unidade Norte;manha;2393;pago;3;F;33;nao;nao;N/DP;nao
4856107;tecnico em Enfermagem;saude;Unidade Norte;Tarde;1684;nao pago;2;M;20;sim;nao;DP;nao
3170124;tecnico em nutricao;saude;Unidade Sul;Noite;3235;nao pago;3;F;40;nao;nao;N/DP;sim
4028546;tecnico em nutricao;saude;Unidade Sul;Tarde;1736;nao pago;1;F;40;nao;nao;DP;sim
3183318;tecnico em mediacao legal;juridico;Unidade Norte;Noite;2341;nao pago;3;F;21;sim;sim;DP;sim
3428869;tecnico em nutricao;saude;Unidade Centro;manha;2031;pago;2;M;27;nao;sim;DP;sim
3975778;tecnico em informatica;Exatas;Unidade Sul;Tarde;2590;pago;3;M;44;sim;nao;DP;nao
4519480;tecnico em Enfermagem;saude;Unidade Norte;Tarde;1515;nao pago;1;F;29;nao;nao;N/DP;nao
4297650;tecnico em mediacao legal;juridico;Unidade Norte;Noite;2389;nao pago;2;F;33;sim;sim;N/DP;sim
4369666;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;1741;nao pago;1;M;18;nao;sim;N/DP;nao
3711680;tecnico em Radiologia;saude;Unidade Sul;Tarde;3265;pago;2;F;39;nao;nao;N/DP;nao
4236899;tecnico em mediacao legal;juridico;Unidade Sul;manha;1902;pago;1;M;25;sim;nao;DP;sim
3520533;tecnico em mediacao legal;juridico;Unidade Centro;Tarde;3556;pago;3;M;30;nao;nao;N/DP;sim
3069473;tecnico em mediacao legal;juridico;Unidade Centro;Tarde;3967;nao pago;3;M;45;sim;nao;DP;nao
4801705;tecnico em gestao;Exatas;Unidade Norte;Tarde;2110;nao pago;3;M;30;sim;nao;DP;nao
4633220;tecnico em Radiologia;saude;Unidade Norte;Tarde;2372;nao pago;1;F;42;sim;sim;N/DP;sim
3662702;tecnico em Radiologia;saude;Unidade Centro;Noite;3839;nao pago;1;M;32;nao;sim;DP;sim
4032227;tecnico em informatica;Exatas;Unidade Sul;Tarde;3317;nao pago;2;F;45;sim;sim;N/DP;nao
4526190;tecnico em Radiologia;saude;Unidade Norte;manha;3338;pago;1;M;20;nao;sim;DP;sim
3639547;tecnico em informatica;Exatas;Unidade Centro;Noite;1855;nao pago;2;F;37;sim;sim;N/DP;sim
4236071;tecnico em Enfermagem;saude;Unidade Sul;manha;2987;pago;1;M;25;sim;sim;DP;nao
3272345;tecnico em gestao;Exatas;Unidade Sul;manha;2757;nao pago;3;M;26;nao;sim;DP;sim
3001583;tecnico em Radiologia;saude;Unidade Sul;Tarde;1869;pago;3;F;27;nao;nao;N/DP;nao
3780211;tecnico em Enfermagem;saude;Unidade Norte;manha;3809;pago;1;F;33;nao;nao;DP;nao
4208437;tecnico em nutricao;saude;Unidade Sul;manha;3021;nao pago;1;F;21;nao;nao;DP;nao
4864930;tecnico em estatistica;Exatas;Unidade Sul;manha;1659;nao pago;2;M;21;nao;sim;DP;nao
3270365;tecnico em Direito;juridico;Unidade Sul;manha;3498;pago;3;M;25;nao;nao;N/DP;sim
4958708;tecnico em estatistica;Exatas;Unidade Sul;Noite;1804;nao pago;3;F;30;sim;sim;DP;nao
4549776;tecnico em informatica;Exatas;Unidade Norte;manha;3709;nao pago;3;M;28;nao;sim;N/DP;nao
4300294;tecnico em estatistica;Exatas;Unidade Norte;Tarde;2381;nao pago;3;M;45;sim;sim;DP;sim
4649668;tecnico em mediacao legal;juridico;Unidade Norte;manha;1311;pago;2;F;32;sim;nao;DP;nao
4813889;tecnico em Direito;juridico;Unidade Sul;Noite;2083;pago;1;M;29;nao;nao;N/DP;nao
3103714;tecnico em Direito;juridico;Unidade Norte;manha;1456;pago;3;F;18;sim;nao;N/DP;nao
4985494;tecnico em nutricao;saude;Unidade Centro;manha;2821;pago;2;M;36;nao;nao;DP;nao
4980300;tecnico em Direito;juridico;Unidade Norte;Tarde;2014;nao pago;2;F;32;nao;nao;DP;sim
3689808;tecnico em Direito;juridico;Unidade Centro;Noite;1328;nao pago;1;M;33;sim;sim;N/DP;nao
4546306;tecnico em Enfermagem;saude;Unidade Centro;Noite;2459;nao pago;1;F;26;sim;nao;N/DP;sim
4284408;tecnico em mediacao legal;juridico;Unidade Centro;Noite;3733;nao pago;2;F;45;sim;sim;N/DP;nao
3378235;tecnico em Enfermagem;saude;Unidade Centro;manha;3150;pago;2;M;20;sim;sim;DP;nao
3109342;tecnico em Radiologia;saude;Unidade Norte;Tarde;1947;nao pago;2;F;45;nao;nao;DP;sim
3205343;tecnico em gestao;Exatas;Unidade Sul;manha;3919;pago;1;M;34;nao;sim;DP;nao
4769488;tecnico em Direito;juridico;Unidade Norte;Tarde;3025;pago;1;F;40;nao;sim;DP;sim
3743146;tecnico em gestao;Exatas;Unidade Norte;Noite;1712;pago;2;F;33;sim;sim;DP;nao
3354451;tecnico em informatica;Exatas;Unidade Centro;Noite;3810;pago;1;M;30;nao;nao;DP;nao
4370976;tecnico em nutricao;saude;Unidade Norte;Noite;3057;pago;2;M;33;nao;sim;N/DP;sim
3103164;tecnico em Enfermagem;saude;Unidade Centro;Noite;2963;nao pago;2;F;34;nao;nao;N/DP;nao
4363224;tecnico em estatistica;Exatas;Unidade Sul;manha;1393;pago;1;M;37;sim;sim;DP;nao
3365858;tecnico em Enfermagem;saude;Unidade Sul;Tarde;2546;pago;1;F;28;nao;sim;N/DP;nao
4861643;tecnico em gestao;Exatas;Unidade Norte;manha;3716;nao pago;2;F;33;nao;nao;N/DP;sim
4993184;tecnico em informatica;Exatas;Unidade Centro;Tarde;1906;nao pago;2;F;19;nao;nao;N/DP;sim
3433483;tecnico em mediacao legal;juridico;Unidade Norte;Noite;2210;pago;2;F;21;sim;sim;N/DP;sim
3372296;tecnico em Direito;juridico;Unidade Sul;Tarde;3410;pago;3;F;41;nao;nao;DP;nao
4171014;tecnico em Enfermagem;saude;Unidade Norte;manha;3026;pago;1;F;40;nao;sim;N/DP;nao
4413655;tecnico em informatica;Exatas;Unidade Centro;manha;2239;nao pago;2;M;36;sim;nao;DP;nao
3515636;tecnico em nutricao;saude;Unidade Sul;Tarde;1712;nao pago;3;M;31;nao;sim;DP;sim
3388837;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;3420;pago;3;F;25;sim;sim;DP;sim
4795930;tecnico em mediacao legal;juridico;Unidade Norte;manha;3454;pago;2;F;20;nao;sim;N/DP;sim
4687174;tecnico em Direito;juridico;Unidade Centro;Noite;3124;pago;3;M;21;nao;nao;N/DP;nao
